,person,offer_id,offer received,offer viewed,offer completed,valid,duration
7976,2148,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,4.5,,False,7
7977,2148,fafdcd668e3743c1bb461111dcafc2a4,17.0,,,False,10
7978,2149,2298d6c36e964ae4a3e7e9706d1fb8c2,14.0,14.0,17.25,True,7
7979,2149,4d5c57ea9a6940dd891ad53e9dbe8da0,7.0,7.25,,False,5
7980,2149,ae264e3637204a6fb9bb56bc8210ddfd,24.0,24.75,27.5,True,7
7981,2149,f19421c1d4aa40978ebb69ca19b0e20d,0.0,0.0,5.0,True,5
7982,2150,0b1e1539f2cc45b7b9fa7c272da2e1d7,21.0,,,False,10
7983,2150,2298d6c36e964ae4a3e7e9706d1fb8c2,0.0,0.25,28.5,False,7
7984,2150,f19421c1d4aa40978ebb69ca19b0e20d,7.0,9.5,,False,5
7985,2151,0b1e1539f2cc45b7b9fa7c272da2e1d7,24.0,,27.5,False,10
7986,2151,ae264e3637204a6fb9bb56bc8210ddfd,7.0,9.75,,False,7
7987,2151,fafdcd668e3743c1bb461111dcafc2a4,17.0,17.75,18.75,True,10
7988,2152,2298d6c36e964ae4a3e7e9706d1fb8c2,14.0,14.5,16.25,True,7
7989,2152,ae264e3637204a6fb9bb56bc8210ddfd,21.0,22.0,26.0,True,7
7990,2152,f19421c1d4aa40978ebb69ca19b0e20d,17.0,20.0,,False,5
7991,2152,fafdcd668e3743c1bb461111dcafc2a4,7.0,7.75,12.25,True,10
7992,2153,0b1e1539f2cc45b7b9fa7c272da2e1d7,21.0,,,False,10
7993,2153,2906b810c7d4411798c6938adc9daaa5,7.0,,,False,7
7994,2153,f19421c1d4aa40978ebb69ca19b0e20d,14.0,17.25,,False,5
7995,2154,0b1e1539f2cc45b7b9fa7c272da2e1d7,0.0,,23.5,False,10
7996,2154,2906b810c7d4411798c6938adc9daaa5,24.0,,26.25,False,7
7997,2154,3f207df678b143eea3cee63160fa8bed,7.0,,,False,4
7998,2154,ae264e3637204a6fb9bb56bc8210ddfd,17.0,17.0,,False,7
7999,2154,fafdcd668e3743c1bb461111dcafc2a4,21.0,22.75,23.5,True,10
8000,2155,0b1e1539f2cc45b7b9fa7c272da2e1d7,0.0,3.25,9.75,True,10
8001,2155,9b98b8c7a33c4b65b9aebfe6a799e6d9,17.0,17.0,20.25,True,7
8002,2156,2906b810c7d4411798c6938adc9daaa5,24.0,24.75,,False,7
8003,2156,3f207df678b143eea3cee63160fa8bed,21.0,22.25,,False,4
8004,2156,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,0.25,,False,7
8005,2156,fafdcd668e3743c1bb461111dcafc2a4,14.0,15.75,,False,10
8006,2157,2906b810c7d4411798c6938adc9daaa5,0.0,1.75,,False,7
8007,2157,5a8bc65990b245e5a138643cd4eb9837,21.0,21.5,,False,3
8008,2157,fafdcd668e3743c1bb461111dcafc2a4,7.0,7.25,7.75,True,10
8009,2158,5a8bc65990b245e5a138643cd4eb9837,24.0,26.75,,False,3
8010,2158,ae264e3637204a6fb9bb56bc8210ddfd,14.0,14.75,,False,7
8011,2158,fafdcd668e3743c1bb461111dcafc2a4,7.0,7.75,,False,10
8012,2159,2298d6c36e964ae4a3e7e9706d1fb8c2,21.0,21.0,21.75,True,7
8013,2159,ae264e3637204a6fb9bb56bc8210ddfd,7.0,7.0,8.0,True,7
8014,2159,fafdcd668e3743c1bb461111dcafc2a4,14.0,14.5,14.5,True,10
8015,2160,0b1e1539f2cc45b7b9fa7c272da2e1d7,24.0,25.75,,False,10
8016,2160,4d5c57ea9a6940dd891ad53e9dbe8da0,17.0,17.25,,False,5
8017,2160,9b98b8c7a33c4b65b9aebfe6a799e6d9,7.0,8.0,,False,7
8018,2160,f19421c1d4aa40978ebb69ca19b0e20d,21.0,,,False,5
8019,2161,3f207df678b143eea3cee63160fa8bed,21.0,23.25,,False,4
8020,2161,4d5c57ea9a6940dd891ad53e9dbe8da0,7.0,7.5,,False,5
8021,2161,f19421c1d4aa40978ebb69ca19b0e20d,14.0,14.0,16.0,True,5
8022,2161,fafdcd668e3743c1bb461111dcafc2a4,0.0,1.0,5.5,True,10
8023,2162,0b1e1539f2cc45b7b9fa7c272da2e1d7,0.0,,,False,10
8024,2162,3f207df678b143eea3cee63160fa8bed,17.0,,,False,4
8025,2162,9b98b8c7a33c4b65b9aebfe6a799e6d9,7.0,22.75,10.75,False,7
8026,2162,fafdcd668e3743c1bb461111dcafc2a4,14.0,16.5,16.25,False,10
8027,2163,2298d6c36e964ae4a3e7e9706d1fb8c2,24.0,25.25,25.5,True,7
8028,2163,4d5c57ea9a6940dd891ad53e9dbe8da0,0.0,0.5,,False,5
8029,2163,ae264e3637204a6fb9bb56bc8210ddfd,7.0,7.0,10.0,True,7
8030,2163,f19421c1d4aa40978ebb69ca19b0e20d,21.0,22.5,25.5,True,5
8031,2164,4d5c57ea9a6940dd891ad53e9dbe8da0,21.0,21.0,,False,5
8032,2165,0b1e1539f2cc45b7b9fa7c272da2e1d7,17.0,,,False,10
8033,2165,2906b810c7d4411798c6938adc9daaa5,14.0,,,False,7
8034,2165,5a8bc65990b245e5a138643cd4eb9837,21.0,21.75,,False,3
8035,2166,2298d6c36e964ae4a3e7e9706d1fb8c2,17.0,17.25,21.0,True,7
8036,2166,3f207df678b143eea3cee63160fa8bed,7.0,,,False,4
8037,2166,5a8bc65990b245e5a138643cd4eb9837,21.0,21.0,,False,3
8038,2166,f19421c1d4aa40978ebb69ca19b0e20d,14.0,14.25,,False,5
8039,2167,5a8bc65990b245e5a138643cd4eb9837,7.0,7.5,,False,3
8040,2168,0b1e1539f2cc45b7b9fa7c272da2e1d7,17.0,,17.25,False,10
8041,2168,2298d6c36e964ae4a3e7e9706d1fb8c2,21.0,23.5,23.25,False,7
8042,2168,3f207df678b143eea3cee63160fa8bed,0.0,0.25,,False,4
8043,2168,f19421c1d4aa40978ebb69ca19b0e20d,7.0,7.75,7.75,True,5
8044,2169,3f207df678b143eea3cee63160fa8bed,14.0,,,False,4
8045,2169,4d5c57ea9a6940dd891ad53e9dbe8da0,0.0,0.0,,False,5
8046,2169,fafdcd668e3743c1bb461111dcafc2a4,24.0,24.0,,False,10
8047,2170,0b1e1539f2cc45b7b9fa7c272da2e1d7,0.0,,,False,10
8048,2170,4d5c57ea9a6940dd891ad53e9dbe8da0,24.0,,,False,5
8049,2170,5a8bc65990b245e5a138643cd4eb9837,17.0,17.25,,False,3
8050,2170,ae264e3637204a6fb9bb56bc8210ddfd,21.0,21.0,,False,7
8051,2171,2906b810c7d4411798c6938adc9daaa5,24.0,24.75,,False,7
8052,2171,4d5c57ea9a6940dd891ad53e9dbe8da0,7.0,7.0,,False,5
8053,2171,ae264e3637204a6fb9bb56bc8210ddfd,14.0,16.5,,False,7
8054,2171,f19421c1d4aa40978ebb69ca19b0e20d,0.0,0.25,,False,5
8055,2172,0b1e1539f2cc45b7b9fa7c272da2e1d7,7.0,,,False,10
8056,2172,2298d6c36e964ae4a3e7e9706d1fb8c2,0.0,0.0,,False,7
8057,2172,9b98b8c7a33c4b65b9aebfe6a799e6d9,17.0,17.5,,False,7
8058,2172,f19421c1d4aa40978ebb69ca19b0e20d,21.0,,,False,5
8059,2173,0b1e1539f2cc45b7b9fa7c272da2e1d7,24.0,24.0,24.75,True,10
8060,2173,3f207df678b143eea3cee63160fa8bed,14.0,14.75,,False,4
8061,2174,0b1e1539f2cc45b7b9fa7c272da2e1d7,14.0,,,False,10
8062,2174,3f207df678b143eea3cee63160fa8bed,21.0,,,False,4
8063,2174,4d5c57ea9a6940dd891ad53e9dbe8da0,7.0,7.0,,False,5
8064,2174,fafdcd668e3743c1bb461111dcafc2a4,24.0,24.5,,False,10
8065,2175,2298d6c36e964ae4a3e7e9706d1fb8c2,21.0,21.0,,False,7
8066,2175,3f207df678b143eea3cee63160fa8bed,7.0,7.0,,False,4
8067,2175,4d5c57ea9a6940dd891ad53e9dbe8da0,14.0,14.25,,False,5
8068,2175,f19421c1d4aa40978ebb69ca19b0e20d,0.0,0.25,,False,5
8069,2176,9b98b8c7a33c4b65b9aebfe6a799e6d9,7.0,,22.25,False,7
8070,2176,ae264e3637204a6fb9bb56bc8210ddfd,0.0,1.5,22.25,False,7
8071,2176,f19421c1d4aa40978ebb69ca19b0e20d,24.0,25.5,,False,5
8072,2177,2298d6c36e964ae4a3e7e9706d1fb8c2,24.0,24.0,,False,7
8073,2177,3f207df678b143eea3cee63160fa8bed,17.0,,,False,4
8074,2177,4d5c57ea9a6940dd891ad53e9dbe8da0,14.0,15.25,,False,5
8075,2177,f19421c1d4aa40978ebb69ca19b0e20d,0.0,1.25,,False,5
8076,2177,fafdcd668e3743c1bb461111dcafc2a4,7.0,7.0,,False,10
8077,2178,0b1e1539f2cc45b7b9fa7c272da2e1d7,14.0,,19.0,False,10
8078,2178,2906b810c7d4411798c6938adc9daaa5,7.0,9.5,8.25,False,7
8079,2178,3f207df678b143eea3cee63160fa8bed,24.0,25.75,,False,4
8080,2178,5a8bc65990b245e5a138643cd4eb9837,17.0,17.25,,False,3
8081,2178,fafdcd668e3743c1bb461111dcafc2a4,0.0,5.5,8.25,True,10
8082,2179,2298d6c36e964ae4a3e7e9706d1fb8c2,0.0,1.75,4.0,True,7
8083,2179,2906b810c7d4411798c6938adc9daaa5,17.0,17.25,17.25,True,7
8084,2179,9b98b8c7a33c4b65b9aebfe6a799e6d9,14.0,,15.5,False,7
8085,2179,f19421c1d4aa40978ebb69ca19b0e20d,24.0,24.5,24.5,True,5
8086,2179,fafdcd668e3743c1bb461111dcafc2a4,7.0,7.0,7.75,True,10
8087,2180,2906b810c7d4411798c6938adc9daaa5,7.0,10.0,13.75,True,7
8088,2180,4d5c57ea9a6940dd891ad53e9dbe8da0,0.0,1.0,1.25,True,5
8089,2180,9b98b8c7a33c4b65b9aebfe6a799e6d9,14.0,,16.25,False,7
8090,2181,2298d6c36e964ae4a3e7e9706d1fb8c2,24.0,24.75,24.25,False,7
8091,2181,3f207df678b143eea3cee63160fa8bed,17.0,,,False,4
8092,2181,9b98b8c7a33c4b65b9aebfe6a799e6d9,14.0,,21.0,False,7
8093,2181,ae264e3637204a6fb9bb56bc8210ddfd,7.0,8.0,7.25,False,7
8094,2181,fafdcd668e3743c1bb461111dcafc2a4,0.0,2.0,7.25,True,10
8095,2182,2298d6c36e964ae4a3e7e9706d1fb8c2,0.0,0.25,2.5,True,7
8096,2182,5a8bc65990b245e5a138643cd4eb9837,14.0,14.25,,False,3
8097,2183,0b1e1539f2cc45b7b9fa7c272da2e1d7,24.0,,,False,10
8098,2183,2906b810c7d4411798c6938adc9daaa5,0.0,1.0,3.0,True,7
8099,2183,3f207df678b143eea3cee63160fa8bed,17.0,18.5,,False,4
8100,2183,ae264e3637204a6fb9bb56bc8210ddfd,7.0,12.25,,False,7
8101,2184,0b1e1539f2cc45b7b9fa7c272da2e1d7,21.0,21.5,22.5,True,10
8102,2184,3f207df678b143eea3cee63160fa8bed,14.0,,,False,4
8103,2184,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,3.25,,False,7
8104,2185,2298d6c36e964ae4a3e7e9706d1fb8c2,17.0,,,False,7
8105,2185,2906b810c7d4411798c6938adc9daaa5,0.0,,,False,7
8106,2185,4d5c57ea9a6940dd891ad53e9dbe8da0,7.0,7.0,,False,5
8107,2185,f19421c1d4aa40978ebb69ca19b0e20d,14.0,14.5,,False,5
8108,2186,2906b810c7d4411798c6938adc9daaa5,17.0,17.0,21.5,True,7
8109,2186,3f207df678b143eea3cee63160fa8bed,7.0,7.25,,False,4
8110,2186,4d5c57ea9a6940dd891ad53e9dbe8da0,24.0,24.0,,False,5
8111,2186,fafdcd668e3743c1bb461111dcafc2a4,0.0,0.0,,False,10
8112,2187,2906b810c7d4411798c6938adc9daaa5,21.0,,21.5,False,7
8113,2187,3f207df678b143eea3cee63160fa8bed,7.0,,,False,4
8114,2187,9b98b8c7a33c4b65b9aebfe6a799e6d9,24.0,,27.25,False,7
8115,2187,f19421c1d4aa40978ebb69ca19b0e20d,14.0,18.25,18.75,True,5
8116,2188,0b1e1539f2cc45b7b9fa7c272da2e1d7,21.0,,,False,10
8117,2188,2906b810c7d4411798c6938adc9daaa5,7.0,,,False,7
8118,2188,4d5c57ea9a6940dd891ad53e9dbe8da0,0.0,2.75,,False,5
8119,2188,9b98b8c7a33c4b65b9aebfe6a799e6d9,14.0,,17.0,False,7
8120,2188,ae264e3637204a6fb9bb56bc8210ddfd,17.0,17.0,,False,7
8121,2189,0b1e1539f2cc45b7b9fa7c272da2e1d7,7.0,,,False,10
8122,2189,3f207df678b143eea3cee63160fa8bed,17.0,,,False,4
8123,2189,5a8bc65990b245e5a138643cd4eb9837,24.0,24.25,,False,3
8124,2189,ae264e3637204a6fb9bb56bc8210ddfd,21.0,21.0,,False,7
8125,2189,f19421c1d4aa40978ebb69ca19b0e20d,14.0,14.25,,False,5
8126,2190,0b1e1539f2cc45b7b9fa7c272da2e1d7,21.0,23.75,22.5,False,10
8127,2190,5a8bc65990b245e5a138643cd4eb9837,7.0,7.0,,False,3
8128,2190,ae264e3637204a6fb9bb56bc8210ddfd,0.0,0.0,0.25,True,7
8129,2191,9b98b8c7a33c4b65b9aebfe6a799e6d9,24.0,25.25,27.25,True,7
8130,2191,ae264e3637204a6fb9bb56bc8210ddfd,7.0,7.75,7.75,True,7
8131,2191,f19421c1d4aa40978ebb69ca19b0e20d,0.0,0.25,,False,5
8132,2192,2906b810c7d4411798c6938adc9daaa5,24.0,,,False,7
8133,2192,4d5c57ea9a6940dd891ad53e9dbe8da0,0.0,0.25,0.5,True,5
8134,2192,5a8bc65990b245e5a138643cd4eb9837,14.0,16.25,,False,3
8135,2192,fafdcd668e3743c1bb461111dcafc2a4,7.0,7.0,7.5,True,10
8136,2193,2298d6c36e964ae4a3e7e9706d1fb8c2,14.0,14.75,,False,7
8137,2193,2906b810c7d4411798c6938adc9daaa5,21.0,,,False,7
8138,2193,4d5c57ea9a6940dd891ad53e9dbe8da0,7.0,8.5,,False,5
8139,2194,2298d6c36e964ae4a3e7e9706d1fb8c2,21.0,21.5,,False,7
8140,2194,3f207df678b143eea3cee63160fa8bed,0.0,2.25,,False,4
8141,2194,5a8bc65990b245e5a138643cd4eb9837,7.0,11.75,,False,3
8142,2194,9b98b8c7a33c4b65b9aebfe6a799e6d9,17.0,18.0,,False,7
8143,2194,f19421c1d4aa40978ebb69ca19b0e20d,24.0,24.5,,False,5
8144,2195,4d5c57ea9a6940dd891ad53e9dbe8da0,7.0,8.5,9.5,True,5
8145,2195,5a8bc65990b245e5a138643cd4eb9837,0.0,0.25,,False,3
8146,2195,f19421c1d4aa40978ebb69ca19b0e20d,21.0,21.5,22.25,True,5
8147,2196,2298d6c36e964ae4a3e7e9706d1fb8c2,7.0,7.25,9.5,True,7
8148,2196,4d5c57ea9a6940dd891ad53e9dbe8da0,0.0,0.0,,False,5
8149,2196,f19421c1d4aa40978ebb69ca19b0e20d,14.0,14.25,16.5,True,5
8150,2196,fafdcd668e3743c1bb461111dcafc2a4,17.0,18.0,18.25,True,10
8151,2197,3f207df678b143eea3cee63160fa8bed,21.0,21.0,,False,4
8152,2197,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,,,False,7
8153,2197,f19421c1d4aa40978ebb69ca19b0e20d,17.0,17.5,22.0,True,5
8154,2198,4d5c57ea9a6940dd891ad53e9dbe8da0,7.0,10.5,18.5,False,5
8155,2198,ae264e3637204a6fb9bb56bc8210ddfd,0.0,1.0,18.5,False,7
8156,2198,fafdcd668e3743c1bb461111dcafc2a4,21.0,21.75,,False,10
8157,2199,0b1e1539f2cc45b7b9fa7c272da2e1d7,7.0,,,False,10
8158,2199,2298d6c36e964ae4a3e7e9706d1fb8c2,24.0,26.0,29.25,True,7
8159,2199,2906b810c7d4411798c6938adc9daaa5,14.0,,,False,7
8160,2199,3f207df678b143eea3cee63160fa8bed,0.0,,,False,4
8161,2200,2298d6c36e964ae4a3e7e9706d1fb8c2,7.0,8.5,9.25,True,7
8162,2200,ae264e3637204a6fb9bb56bc8210ddfd,17.0,,17.0,False,7
8163,2200,fafdcd668e3743c1bb461111dcafc2a4,0.0,0.75,9.25,True,10
8164,2201,2298d6c36e964ae4a3e7e9706d1fb8c2,21.0,21.25,26.75,True,7
8165,2201,ae264e3637204a6fb9bb56bc8210ddfd,0.0,1.0,,False,7
8166,2201,f19421c1d4aa40978ebb69ca19b0e20d,24.0,24.25,,False,5
8167,2201,fafdcd668e3743c1bb461111dcafc2a4,7.0,8.25,13.0,True,10
8168,2202,2906b810c7d4411798c6938adc9daaa5,24.0,,28.0,False,7
8169,2202,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,14.25,0.75,False,7
8170,2202,fafdcd668e3743c1bb461111dcafc2a4,7.0,11.25,10.75,False,10
8171,2203,2298d6c36e964ae4a3e7e9706d1fb8c2,24.0,25.25,26.75,True,7
8172,2203,3f207df678b143eea3cee63160fa8bed,7.0,,,False,4
8173,2203,4d5c57ea9a6940dd891ad53e9dbe8da0,0.0,3.5,1.5,False,5
8174,2203,5a8bc65990b245e5a138643cd4eb9837,17.0,18.25,,False,3
8175,2203,f19421c1d4aa40978ebb69ca19b0e20d,21.0,21.0,22.25,True,5
8176,2204,0b1e1539f2cc45b7b9fa7c272da2e1d7,21.0,23.0,,False,10
8177,2204,2298d6c36e964ae4a3e7e9706d1fb8c2,7.0,7.5,13.25,True,7
8178,2204,5a8bc65990b245e5a138643cd4eb9837,14.0,14.0,,False,3
8179,2204,ae264e3637204a6fb9bb56bc8210ddfd,0.0,0.0,,False,7
8180,2204,fafdcd668e3743c1bb461111dcafc2a4,24.0,24.25,,False,10
8181,2205,2906b810c7d4411798c6938adc9daaa5,21.0,,24.5,False,7
8182,2205,3f207df678b143eea3cee63160fa8bed,14.0,,,False,4
8183,2205,fafdcd668e3743c1bb461111dcafc2a4,0.0,0.75,6.25,True,10
8184,2206,2298d6c36e964ae4a3e7e9706d1fb8c2,21.0,21.25,21.25,True,7
8185,2206,ae264e3637204a6fb9bb56bc8210ddfd,14.0,14.25,,False,7
8186,2206,f19421c1d4aa40978ebb69ca19b0e20d,7.0,9.0,11.5,True,5
8187,2207,3f207df678b143eea3cee63160fa8bed,7.0,,,False,4
8188,2207,ae264e3637204a6fb9bb56bc8210ddfd,24.0,28.75,,False,7
8189,2207,f19421c1d4aa40978ebb69ca19b0e20d,14.0,14.25,,False,5
8190,2208,2298d6c36e964ae4a3e7e9706d1fb8c2,17.0,17.5,20.25,True,7
8191,2208,4d5c57ea9a6940dd891ad53e9dbe8da0,24.0,24.0,28.5,True,5
8192,2208,5a8bc65990b245e5a138643cd4eb9837,7.0,,,False,3
8193,2208,f19421c1d4aa40978ebb69ca19b0e20d,14.0,16.25,16.5,True,5
8194,2209,2298d6c36e964ae4a3e7e9706d1fb8c2,24.0,24.25,,False,7
8195,2209,3f207df678b143eea3cee63160fa8bed,14.0,,,False,4
8196,2209,5a8bc65990b245e5a138643cd4eb9837,21.0,21.0,,False,3
8197,2209,f19421c1d4aa40978ebb69ca19b0e20d,0.0,11.25,,False,5
8198,2209,fafdcd668e3743c1bb461111dcafc2a4,17.0,18.75,21.0,True,10
8199,2210,2298d6c36e964ae4a3e7e9706d1fb8c2,17.0,25.25,23.5,False,7
8200,2210,3f207df678b143eea3cee63160fa8bed,21.0,,,False,4
8201,2210,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,,0.0,False,7
8202,2211,2298d6c36e964ae4a3e7e9706d1fb8c2,14.0,15.25,14.75,False,7
8203,2211,2906b810c7d4411798c6938adc9daaa5,24.0,,28.75,False,7
8204,2211,3f207df678b143eea3cee63160fa8bed,0.0,,,False,4
8205,2211,5a8bc65990b245e5a138643cd4eb9837,21.0,23.25,,False,3
8206,2211,fafdcd668e3743c1bb461111dcafc2a4,7.0,7.75,7.0,False,10
8207,2212,3f207df678b143eea3cee63160fa8bed,0.0,4.0,,False,4
8208,2212,4d5c57ea9a6940dd891ad53e9dbe8da0,14.0,16.25,,False,5
8209,2212,f19421c1d4aa40978ebb69ca19b0e20d,21.0,21.25,,False,5
8210,2212,fafdcd668e3743c1bb461111dcafc2a4,7.0,9.0,,False,10
8211,2213,3f207df678b143eea3cee63160fa8bed,17.0,17.5,,False,4
8212,2213,5a8bc65990b245e5a138643cd4eb9837,14.0,14.25,,False,3
8213,2213,ae264e3637204a6fb9bb56bc8210ddfd,24.0,25.0,25.25,True,7
8214,2213,fafdcd668e3743c1bb461111dcafc2a4,0.0,0.0,0.5,True,10
8215,2214,0b1e1539f2cc45b7b9fa7c272da2e1d7,21.0,24.25,,False,10
8216,2214,5a8bc65990b245e5a138643cd4eb9837,14.0,15.0,,False,3
8217,2214,f19421c1d4aa40978ebb69ca19b0e20d,17.0,17.0,19.25,True,5
8218,2215,0b1e1539f2cc45b7b9fa7c272da2e1d7,0.0,13.25,0.5,False,10
8219,2215,2906b810c7d4411798c6938adc9daaa5,17.0,17.0,18.5,True,7
8220,2215,fafdcd668e3743c1bb461111dcafc2a4,24.0,24.0,,False,10
8221,2216,0b1e1539f2cc45b7b9fa7c272da2e1d7,7.0,,,False,10
8222,2216,4d5c57ea9a6940dd891ad53e9dbe8da0,14.0,14.0,,False,5
8223,2216,ae264e3637204a6fb9bb56bc8210ddfd,0.0,1.5,,False,7
8224,2216,f19421c1d4aa40978ebb69ca19b0e20d,17.0,18.0,20.75,True,5
8225,2217,2906b810c7d4411798c6938adc9daaa5,17.0,17.25,17.0,False,7
8226,2217,3f207df678b143eea3cee63160fa8bed,7.0,7.25,,False,4
8227,2217,f19421c1d4aa40978ebb69ca19b0e20d,0.0,0.75,22.75,False,5
8228,2218,5a8bc65990b245e5a138643cd4eb9837,14.0,26.5,,False,3
8229,2218,fafdcd668e3743c1bb461111dcafc2a4,17.0,17.5,17.75,True,10
8230,2219,0b1e1539f2cc45b7b9fa7c272da2e1d7,14.0,,19.5,False,10
8231,2219,2906b810c7d4411798c6938adc9daaa5,17.0,,19.5,False,7
8232,2219,4d5c57ea9a6940dd891ad53e9dbe8da0,0.0,1.5,,False,5
8233,2219,5a8bc65990b245e5a138643cd4eb9837,21.0,21.75,,False,3
8234,2219,f19421c1d4aa40978ebb69ca19b0e20d,7.0,7.5,7.75,True,5
8235,2220,2906b810c7d4411798c6938adc9daaa5,14.0,,,False,7
8236,2220,3f207df678b143eea3cee63160fa8bed,7.0,,,False,4
8237,2220,4d5c57ea9a6940dd891ad53e9dbe8da0,0.0,1.5,,False,5
8238,2220,fafdcd668e3743c1bb461111dcafc2a4,21.0,21.25,23.75,True,10
8239,2221,0b1e1539f2cc45b7b9fa7c272da2e1d7,17.0,,23.0,False,10
8240,2221,2298d6c36e964ae4a3e7e9706d1fb8c2,24.0,24.25,28.75,True,7
8241,2221,3f207df678b143eea3cee63160fa8bed,21.0,21.0,,False,4
8242,2221,4d5c57ea9a6940dd891ad53e9dbe8da0,0.0,0.0,4.0,True,5
8243,2221,5a8bc65990b245e5a138643cd4eb9837,7.0,8.0,,False,3
8244,2221,ae264e3637204a6fb9bb56bc8210ddfd,14.0,14.0,19.75,True,7
8245,2222,0b1e1539f2cc45b7b9fa7c272da2e1d7,14.0,15.0,,False,10
8246,2222,2298d6c36e964ae4a3e7e9706d1fb8c2,0.0,1.0,27.75,False,7
8247,2223,0b1e1539f2cc45b7b9fa7c272da2e1d7,14.0,,21.75,False,10
8248,2223,2298d6c36e964ae4a3e7e9706d1fb8c2,24.0,26.0,26.0,True,7
8249,2223,5a8bc65990b245e5a138643cd4eb9837,21.0,21.75,,False,3
8250,2223,f19421c1d4aa40978ebb69ca19b0e20d,7.0,7.75,8.0,True,5
8251,2224,0b1e1539f2cc45b7b9fa7c272da2e1d7,24.0,25.25,,False,10
8252,2224,4d5c57ea9a6940dd891ad53e9dbe8da0,14.0,14.0,16.5,True,5
8253,2224,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,0.75,4.25,True,7
8254,2224,ae264e3637204a6fb9bb56bc8210ddfd,17.0,17.75,17.0,False,7
8255,2224,fafdcd668e3743c1bb461111dcafc2a4,7.0,7.0,7.5,True,10
8256,2225,0b1e1539f2cc45b7b9fa7c272da2e1d7,21.0,24.75,,False,10
8257,2225,9b98b8c7a33c4b65b9aebfe6a799e6d9,7.0,11.0,7.25,False,7
8258,2225,ae264e3637204a6fb9bb56bc8210ddfd,0.0,1.25,,False,7
8259,2226,0b1e1539f2cc45b7b9fa7c272da2e1d7,7.0,8.5,,False,10
8260,2226,ae264e3637204a6fb9bb56bc8210ddfd,0.0,1.0,,False,7
8261,2226,fafdcd668e3743c1bb461111dcafc2a4,14.0,15.0,18.25,True,10
8262,2227,0b1e1539f2cc45b7b9fa7c272da2e1d7,17.0,,23.75,False,10
8263,2227,f19421c1d4aa40978ebb69ca19b0e20d,7.0,7.5,7.75,True,5
8264,2227,fafdcd668e3743c1bb461111dcafc2a4,21.0,21.75,23.25,True,10
8265,2228,4d5c57ea9a6940dd891ad53e9dbe8da0,0.0,0.0,4.5,True,5
8266,2228,5a8bc65990b245e5a138643cd4eb9837,17.0,17.0,,False,3
8267,2228,9b98b8c7a33c4b65b9aebfe6a799e6d9,14.0,15.75,29.25,False,7
8268,2228,f19421c1d4aa40978ebb69ca19b0e20d,7.0,7.75,,False,5
8269,2229,0b1e1539f2cc45b7b9fa7c272da2e1d7,7.0,,14.25,False,10
8270,2229,2298d6c36e964ae4a3e7e9706d1fb8c2,14.0,14.75,14.25,False,7
8271,2229,2906b810c7d4411798c6938adc9daaa5,24.0,,24.75,False,7
8272,2229,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,,1.75,False,7
8273,2229,fafdcd668e3743c1bb461111dcafc2a4,17.0,17.25,18.5,True,10
8274,2230,2906b810c7d4411798c6938adc9daaa5,0.0,,,False,7
8275,2230,f19421c1d4aa40978ebb69ca19b0e20d,7.0,11.0,23.5,False,5
8276,2230,fafdcd668e3743c1bb461111dcafc2a4,17.0,17.25,23.5,True,10
8277,2231,0b1e1539f2cc45b7b9fa7c272da2e1d7,0.0,3.25,18.25,False,10
8278,2231,3f207df678b143eea3cee63160fa8bed,14.0,14.0,,False,4
8279,2231,4d5c57ea9a6940dd891ad53e9dbe8da0,7.0,7.5,9.25,True,5
8280,2231,fafdcd668e3743c1bb461111dcafc2a4,24.0,24.0,24.0,True,10
8281,2232,2906b810c7d4411798c6938adc9daaa5,17.0,24.0,29.0,False,7
8282,2232,4d5c57ea9a6940dd891ad53e9dbe8da0,7.0,7.0,,False,5
8283,2232,ae264e3637204a6fb9bb56bc8210ddfd,14.0,14.5,,False,7
8284,2232,f19421c1d4aa40978ebb69ca19b0e20d,0.0,0.25,0.25,True,5
8285,2233,0b1e1539f2cc45b7b9fa7c272da2e1d7,17.0,,19.5,False,10
8286,2233,5a8bc65990b245e5a138643cd4eb9837,24.0,24.0,,False,3
8287,2233,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,6.0,,False,7
8288,2233,fafdcd668e3743c1bb461111dcafc2a4,21.0,21.0,,False,10
8289,2234,2298d6c36e964ae4a3e7e9706d1fb8c2,21.0,21.75,,False,7
8290,2234,2906b810c7d4411798c6938adc9daaa5,14.0,16.25,,False,7
8291,2234,5a8bc65990b245e5a138643cd4eb9837,0.0,0.5,,False,3
8292,2234,9b98b8c7a33c4b65b9aebfe6a799e6d9,17.0,,,False,7
8293,2235,3f207df678b143eea3cee63160fa8bed,7.0,7.25,,False,4
8294,2235,9b98b8c7a33c4b65b9aebfe6a799e6d9,0.0,0.5,1.5,True,7
8295,2235,ae264e3637204a6fb9bb56bc8210ddfd,24.0,26.25,24.0,False,7
