,person,offer_id,day_received,day_viewed,transactions,duration ,valid
1479,3164,3f207df678b143eea3cee63160fa8bed,14.0,14.0,[ 9.25 13.5  17.25 25.75],4,True
1480,3165,3f207df678b143eea3cee63160fa8bed,0.0,0.25,[ 0.75  6.75 21.25 24.25 24.75],4,True
1481,3167,5a8bc65990b245e5a138643cd4eb9837,24.0,24.25,[ 0.    7.75  9.75 15.75 19.25 26.75],3,True
1482,3168,5a8bc65990b245e5a138643cd4eb9837,21.0,21.5,[ 0.75  3.75  5.25  7.75  9.5  10.   19.75 23.   23.25 29.25],3,True
1483,3169,5a8bc65990b245e5a138643cd4eb9837,0.0,0.0,[ 1.    2.25  2.75  6.    8.   12.   19.5  23.   23.5 ],3,True
1484,3171,3f207df678b143eea3cee63160fa8bed,14.0,16.75,[ 8.5  10.25 11.   12.   16.75 19.25 25.   26.  ],4,True
1485,3172,3f207df678b143eea3cee63160fa8bed,17.0,19.25,[17.5  18.25 19.  ],4,False
1486,3174,5a8bc65990b245e5a138643cd4eb9837,0.0,14.25,[11.   12.25 15.25 19.5  20.5  29.  ],3,False
1487,3175,3f207df678b143eea3cee63160fa8bed,7.0,8.0,[ 7.25 13.75 14.25 14.5  22.5 ],4,False
1488,3177,5a8bc65990b245e5a138643cd4eb9837,21.0,21.5,"[ 5.    7.5   7.75  9.25  9.5   9.75 13.75 16.25 16.75 18.5  19.5  21.75
 22.5  28.25 28.5 ]",3,True
1489,3182,5a8bc65990b245e5a138643cd4eb9837,21.0,22.0,"[ 0.5   1.5   8.5   8.75  9.    9.5  10.25 20.5  21.5  21.75 22.75 26.
 29.75]",3,True
1490,3183,3f207df678b143eea3cee63160fa8bed,24.0,24.75,[ 2.5   4.25  5.25  5.75  7.5  16.   23.   28.  ],4,True
1491,3184,5a8bc65990b245e5a138643cd4eb9837,21.0,22.0,[10.   11.   16.   21.   22.25 24.5  28.25],3,True
1492,3185,5a8bc65990b245e5a138643cd4eb9837,24.0,25.5,[22.5],3,False
1493,3186,3f207df678b143eea3cee63160fa8bed,14.0,15.0,[17.   18.5  24.75 25.25],4,True
1494,3188,5a8bc65990b245e5a138643cd4eb9837,0.0,0.0,[ 0.25  8.75 14.75 15.5  16.75 18.75 20.25 21.25 25.75 26.75 27.25 28.5 ],3,True
1495,3191,5a8bc65990b245e5a138643cd4eb9837,7.0,7.5,"[ 0.5   1.25  3.5   4.    4.5   8.5  15.25 22.5  22.75 26.25 26.5  27.5
 28.25 29.5 ]",3,True
1496,3192,5a8bc65990b245e5a138643cd4eb9837,24.0,24.75,[10.75 15.75 17.25 21.75 23.5  25.5 ],3,True
1497,3196,5a8bc65990b245e5a138643cd4eb9837,7.0,7.0,[ 0.5   7.    8.75 15.   16.75 20.5  21.5  27.  ],3,True
1498,3198,5a8bc65990b245e5a138643cd4eb9837,17.0,17.5,[10.   18.75 21.   24.75],3,True
1499,3207,5a8bc65990b245e5a138643cd4eb9837,17.0,19.75,[ 0.5   6.75 12.75 17.   17.5  17.75 20.   27.25 27.5 ],3,True
1500,3210,3f207df678b143eea3cee63160fa8bed,17.0,18.0,[ 2.5  6.5  7.5 18.  22. ],4,True
1501,3211,3f207df678b143eea3cee63160fa8bed,0.0,0.75,[ 1.5   4.    7.   12.25 16.   17.   17.25 19.5  24.   28.25],4,True
1502,3213,5a8bc65990b245e5a138643cd4eb9837,24.0,26.5,[10.   13.25 18.5  29.  ],3,False
1503,3216,5a8bc65990b245e5a138643cd4eb9837,7.0,9.25,[ 0.25  4.   11.75 13.5  19.   28.  ],3,False
1504,3220,3f207df678b143eea3cee63160fa8bed,7.0,7.0,"[ 0.25  1.25  1.5   2.5   3.25  3.5   7.    8.25  9.   10.   10.25 18.75
 19.5  21.25 25.5  26.75 28.75 29.25]",4,True
1505,3223,5a8bc65990b245e5a138643cd4eb9837,14.0,15.75,[ 0.    2.5   3.75 18.   20.25 27.75],3,False
1506,3226,5a8bc65990b245e5a138643cd4eb9837,17.0,17.5,[ 5.5   7.    8.5   9.75 10.25 13.   14.75 17.25 19.25 27.25],3,True
1507,3227,3f207df678b143eea3cee63160fa8bed,21.0,21.0,[ 0.75  4.5   8.75  9.5  14.5  16.25 21.25 22.75 23.5  24.   27.25 28.  ],4,True
1508,3231,5a8bc65990b245e5a138643cd4eb9837,17.0,17.0,[ 3.    4.25  9.    9.25 10.75 14.75 17.   18.   19.75 27.  ],3,True
1509,3237,5a8bc65990b245e5a138643cd4eb9837,17.0,18.5,[11.   11.5  16.   17.75 22.75 28.  ],3,False
1510,3238,3f207df678b143eea3cee63160fa8bed,0.0,4.75,[21.25 22.5  24.75 27.25],4,False
1511,3240,5a8bc65990b245e5a138643cd4eb9837,0.0,0.75,[ 9.25  9.75 13.25 16.25 17.5  18.5  20.5  20.75 21.   25.  ],3,False
1512,3241,3f207df678b143eea3cee63160fa8bed,14.0,16.75,[11.   21.25 22.75 27.25],4,False
1513,3247,3f207df678b143eea3cee63160fa8bed,0.0,1.5,[ 3.25  8.75 16.25 17.75 18.   22.75 26.  ],4,True
1514,3248,5a8bc65990b245e5a138643cd4eb9837,24.0,24.25,[ 3.    4.75  6.5  15.75 23.75 24.  ],3,False
1515,3249,3f207df678b143eea3cee63160fa8bed,21.0,21.5,[ 3.75 17.   21.75 23.5  28.5 ],4,True
1516,3256,5a8bc65990b245e5a138643cd4eb9837,14.0,16.75,[ 0.   5.  14.5 24. ],3,False
1517,3258,5a8bc65990b245e5a138643cd4eb9837,21.0,22.75,"[ 2.25  2.75  3.5   4.25  5.5   6.5   6.75  9.5   9.75 11.25 11.5  13.
 14.5  16.5  18.5  19.   20.25 23.25 24.   25.   25.5 ]",3,True
1518,3260,3f207df678b143eea3cee63160fa8bed,0.0,0.0,[ 0.5   1.75  2.    3.25  4.25  5.    6.75  9.5  16.75 25.25 26.5 ],4,True
1519,3261,5a8bc65990b245e5a138643cd4eb9837,0.0,7.0,[ 7.    7.25  8.   10.75 13.   18.5  24.5  26.75 27.5 ],3,False
1520,3263,3f207df678b143eea3cee63160fa8bed,21.0,21.0,[ 3.5   4.   11.5  18.75 20.   20.25 24.5 ],4,True
1521,3267,5a8bc65990b245e5a138643cd4eb9837,0.0,2.5,[10.25 19.75 21.   22.5  22.75 24.  ],3,False
1522,3268,3f207df678b143eea3cee63160fa8bed,14.0,15.5,[22.75],4,False
1523,3270,3f207df678b143eea3cee63160fa8bed,14.0,14.5,[ 6.75  8.5   8.75 16.25 17.75 19.25 21.25 21.5  24.25 29.75],4,True
1524,3272,5a8bc65990b245e5a138643cd4eb9837,17.0,17.25,[ 9.75 17.75 19.5  22.5 ],3,True
1525,3273,3f207df678b143eea3cee63160fa8bed,14.0,14.5,"[ 1.    2.25  4.75  5.5   6.    9.25 10.5  15.25 18.75 23.25 24.75 25.25
 26.5 ]",4,True
1526,3279,5a8bc65990b245e5a138643cd4eb9837,0.0,1.0,[ 1.    6.75  8.25 10.   15.   19.5  24.   27.  ],3,True
1527,3283,5a8bc65990b245e5a138643cd4eb9837,21.0,21.0,"[ 2.25  3.5   4.75  9.75 11.5  13.5  13.75 15.25 15.5  16.25 21.5  22.5
 24.   27.5 ]",3,True
1528,3286,5a8bc65990b245e5a138643cd4eb9837,17.0,18.5,[ 0.75 13.5  15.25 17.25 18.   21.5  23.25 23.75 26.75 27.25],3,False
1529,3287,5a8bc65990b245e5a138643cd4eb9837,17.0,19.0,[ 0.5   2.    3.5   6.    8.25 14.5  19.25 21.5  27.75 28.  ],3,True
1530,3288,3f207df678b143eea3cee63160fa8bed,7.0,11.5,[ 8.5  20.5  26.   26.25 27.5 ],4,False
1531,3290,3f207df678b143eea3cee63160fa8bed,14.0,15.0,"[ 4.75  5.25  6.25  7.25  8.    9.   10.   10.25 12.   12.5  15.25 15.5
 16.   17.5  17.75 20.25 22.   22.25 23.75 26.   27.  ]",4,True
1532,3292,5a8bc65990b245e5a138643cd4eb9837,21.0,21.0,[ 4.5  12.75 17.  ],3,False
1533,3293,5a8bc65990b245e5a138643cd4eb9837,0.0,1.25,[ 2.75  7.5  19.25],3,True
1534,3297,3f207df678b143eea3cee63160fa8bed,24.0,25.25,[10.   15.25 18.   20.5  24.75 25.5  26.5  27.5  27.75 28.5 ],4,True
1535,3298,5a8bc65990b245e5a138643cd4eb9837,21.0,21.0,[25.25],3,False
1536,3301,3f207df678b143eea3cee63160fa8bed,24.0,27.5,[ 2.5   5.75  7.75  8.25 15.   25.5 ],4,False
1537,3302,5a8bc65990b245e5a138643cd4eb9837,7.0,7.0,[ 1.75  6.25  6.5   7.    8.5  10.   12.   14.25 19.5 ],3,True
1538,3304,3f207df678b143eea3cee63160fa8bed,17.0,17.25,[ 7.75 11.25 13.5  16.25 23.75],4,False
1539,3305,3f207df678b143eea3cee63160fa8bed,21.0,22.25,[ 2.75 23.25],4,True
1540,3306,3f207df678b143eea3cee63160fa8bed,0.0,0.0,[ 9.75 13.75 21.25 24.25 27.  ],4,False
1541,3307,3f207df678b143eea3cee63160fa8bed,17.0,17.25,[ 9.5  10.25 20.5  27.  ],4,True
1542,3308,3f207df678b143eea3cee63160fa8bed,21.0,21.75,[ 5.5   6.25 14.25 14.75 21.75],4,True
1543,3310,5a8bc65990b245e5a138643cd4eb9837,7.0,9.0,[ 2.75  5.   11.75 13.5  22.5  23.5  24.25 25.75 26.75],3,False
1544,3313,5a8bc65990b245e5a138643cd4eb9837,24.0,24.25,[ 0.5   6.25  8.5  15.   18.   19.   19.5  24.25 25.25 25.75 28.25],3,True
1545,3314,5a8bc65990b245e5a138643cd4eb9837,24.0,25.25,[ 4.25  5.75 11.   15.5  16.75 17.25 18.25 18.75 20.   21.75 22.25 26.5 ],3,True
1546,3317,5a8bc65990b245e5a138643cd4eb9837,24.0,24.25,[ 0.25 20.25 24.5 ],3,True
1547,3318,5a8bc65990b245e5a138643cd4eb9837,7.0,7.5,[ 1.5   7.    8.   15.25 17.75 21.75 22.5  23.25 25.25 26.5  27.25],3,True
1548,3325,5a8bc65990b245e5a138643cd4eb9837,14.0,14.0,"[ 0.25  0.5   1.25  2.    2.5   3.    4.25  6.75  8.    9.   11.5  14.5
 14.75 16.5  17.   20.75 21.5  24.   27.25 28.   28.25 28.5 ]",3,True
1549,3330,5a8bc65990b245e5a138643cd4eb9837,7.0,7.75,[15.75 19.   26.5 ],3,False
1550,3334,5a8bc65990b245e5a138643cd4eb9837,0.0,0.0,"[ 0.    2.5   3.75  7.75 10.5  12.5  14.25 15.25 15.5  19.5  22.25 24.75
 26.   28.25]",3,True
1551,3335,5a8bc65990b245e5a138643cd4eb9837,17.0,17.25,[29.75],3,False
1552,3336,5a8bc65990b245e5a138643cd4eb9837,21.0,21.5,"[ 1.25  2.    3.5   4.5   5.5   6.25 14.   15.   16.   16.75 17.   17.5
 21.75 22.5  23.5  27.25 29.5 ]",3,True
1553,3339,5a8bc65990b245e5a138643cd4eb9837,17.0,28.25,[ 2.75 14.25 15.25 15.75 18.   23.   25.  ],3,False
1554,3343,5a8bc65990b245e5a138643cd4eb9837,17.0,18.5,[13.75],3,False
1555,3345,5a8bc65990b245e5a138643cd4eb9837,17.0,20.25,[ 8.5  10.   16.   20.   21.   21.75 22.5  26.25],3,False
1556,3346,5a8bc65990b245e5a138643cd4eb9837,7.0,7.0,[ 5.25  7.5   7.75 10.25 11.25 14.75 17.5  24.   24.75 25.25],3,True
1557,3350,3f207df678b143eea3cee63160fa8bed,24.0,28.0,[11.5  17.25 18.   20.75 21.5  24.25 28.  ],4,True
1558,3353,3f207df678b143eea3cee63160fa8bed,21.0,23.25,[12.5  14.25 18.75 19.25],4,False
1559,3355,3f207df678b143eea3cee63160fa8bed,14.0,14.25,[ 8.75 24.75],4,False
1560,3356,3f207df678b143eea3cee63160fa8bed,14.0,14.5,[ 0.   27.75],4,False
1561,3364,3f207df678b143eea3cee63160fa8bed,0.0,2.5,[11.75 17.25 17.5  21.25],4,False
1562,3365,3f207df678b143eea3cee63160fa8bed,21.0,21.75,[ 4.25 18.75 22.25 28.75],4,True
1563,3367,3f207df678b143eea3cee63160fa8bed,21.0,21.0,[ 4.   14.75 16.  ],4,False
1564,3369,5a8bc65990b245e5a138643cd4eb9837,14.0,14.0,[ 4.75 10.25 15.5  20.5  23.   26.75],3,True
1565,3372,3f207df678b143eea3cee63160fa8bed,17.0,17.0,[ 4.25  8.   10.25 11.5  13.25 17.5  18.25 22.   22.25 22.75 25.75],4,True
1566,3375,3f207df678b143eea3cee63160fa8bed,17.0,17.0,[ 9.5  10.25 19.5  19.75 25.   27.  ],4,True
1567,3380,5a8bc65990b245e5a138643cd4eb9837,0.0,2.5,[10.   21.25 22.25 22.75 23.5  26.   27.5 ],3,False
1568,3383,5a8bc65990b245e5a138643cd4eb9837,17.0,17.0,"[ 0.5   1.5   2.5   5.    5.75  6.    9.   14.   17.75 19.   22.25 22.75
 23.   24.   25.75 27.5  27.75 29.75]",3,True
1569,3384,3f207df678b143eea3cee63160fa8bed,0.0,0.0,[ 9.75 19.5  24.25 28.75 29.25],4,False
1570,3385,5a8bc65990b245e5a138643cd4eb9837,14.0,14.25,[ 0.5   1.75  2.    7.75  8.25  8.75 13.5  20.   21.5  22.   24.  ],3,False
1571,3391,5a8bc65990b245e5a138643cd4eb9837,17.0,17.5,[ 1.5   6.    9.75 10.5  14.25 15.5  17.25 17.5  18.   19.25 24.75 27.25],3,True
1572,3393,5a8bc65990b245e5a138643cd4eb9837,0.0,0.0,[ 3.    3.25  8.   15.75 16.   18.75 19.25 20.25 23.   23.25 26.   27.25],3,True
1573,3394,5a8bc65990b245e5a138643cd4eb9837,7.0,11.5,[ 1.75  5.    9.    9.75 13.25 26.5  27.  ],3,False
1574,3397,3f207df678b143eea3cee63160fa8bed,17.0,17.5,[ 6.5  23.25 25.  ],4,False
1575,3401,5a8bc65990b245e5a138643cd4eb9837,24.0,25.25,[19.   25.25],3,True
1576,3407,5a8bc65990b245e5a138643cd4eb9837,14.0,16.25,[15.5],3,False
1577,3410,5a8bc65990b245e5a138643cd4eb9837,21.0,21.0,[19.75 23.5 ],3,True
1578,3411,5a8bc65990b245e5a138643cd4eb9837,14.0,14.75,[16.  17.5 29.5],3,True
1579,3412,5a8bc65990b245e5a138643cd4eb9837,0.0,6.5,[ 2.25 16.25 28.5 ],3,False
1580,3413,5a8bc65990b245e5a138643cd4eb9837,24.0,26.5,[20.75],3,False
1581,3414,5a8bc65990b245e5a138643cd4eb9837,0.0,0.75,[ 7.25  8.75 15.   17.25 21.   24.   26.  ],3,False
1582,3416,5a8bc65990b245e5a138643cd4eb9837,24.0,25.0,[ 1.75  8.25 17.25 18.5  21.   22.5  24.  ],3,False
1583,3417,3f207df678b143eea3cee63160fa8bed,7.0,7.75,[ 3.75  8.25 13.5  23.5  23.75 29.  ],4,True
1584,3419,3f207df678b143eea3cee63160fa8bed,17.0,17.0,[ 8.75 13.25 18.5  18.75 21.75 23.75 25.75],4,True
1585,3420,5a8bc65990b245e5a138643cd4eb9837,14.0,16.25,"[ 2.5   4.    4.25  9.   12.75 13.   14.   17.5  19.75 20.   20.75 22.75
 25.75 28.  ]",3,False
1586,3426,5a8bc65990b245e5a138643cd4eb9837,7.0,8.75,"[ 1.75  2.25  4.75  9.25  9.5  17.75 18.25 18.75 19.25 20.25 20.5  21.25
 21.75 26.75 27.   27.25 27.75 28.   28.75 29.5 ]",3,True
1587,3432,3f207df678b143eea3cee63160fa8bed,14.0,14.25,[19.25 26.5  29.5 ],4,False
1588,3433,3f207df678b143eea3cee63160fa8bed,14.0,14.0,[ 6.75 16.25 19.25 23.75],4,True
1589,3436,3f207df678b143eea3cee63160fa8bed,21.0,21.0,[11.  16.5],4,False
1590,3438,5a8bc65990b245e5a138643cd4eb9837,17.0,17.5,[ 4.25 10.5  10.75 11.75 15.5  25.  ],3,False
1591,3440,5a8bc65990b245e5a138643cd4eb9837,17.0,17.25,"[ 1.   11.75 17.5  18.25 18.5  23.25 25.   25.25 26.   27.75 28.75 29.25
 29.75]",3,True
1592,3441,3f207df678b143eea3cee63160fa8bed,24.0,24.0,[ 6.75  7.   14.25 19.   22.25 24.  ],4,True
1593,3443,5a8bc65990b245e5a138643cd4eb9837,14.0,14.25,[ 1.   10.   16.75 19.25 21.75 25.25 26.75 29.25],3,True
1594,3444,5a8bc65990b245e5a138643cd4eb9837,0.0,0.75,[ 1.5   7.5   8.75 11.5  18.25 19.   21.   21.25 24.5  26.   27.5  28.5 ],3,True
1595,3445,5a8bc65990b245e5a138643cd4eb9837,24.0,24.25,[ 1.5   2.25  2.5   3.    4.    6.75 13.25 18.   18.25 23.   24.75],3,True
1596,3447,5a8bc65990b245e5a138643cd4eb9837,21.0,23.0,[14.75 22.5 ],3,False
1597,3449,3f207df678b143eea3cee63160fa8bed,0.0,0.75,[ 6.5  12.   14.25],4,False
1598,3451,5a8bc65990b245e5a138643cd4eb9837,7.0,8.0,[ 1.    8.5   9.75 15.25 18.75 22.   25.5  26.5 ],3,True
1599,3453,3f207df678b143eea3cee63160fa8bed,14.0,14.25,"[ 4.    7.75  8.25  8.5   9.5  11.   14.75 15.   18.75 19.   23.25 25.5
 28.25]",4,True
1600,3455,5a8bc65990b245e5a138643cd4eb9837,7.0,7.5,"[ 0.25  0.75  1.    1.75  2.    2.25  3.75  4.75  7.    7.5   8.5   9.5
 14.25 16.75 21.75 26.25 27.25 27.5 ]",3,True
1601,3460,5a8bc65990b245e5a138643cd4eb9837,0.0,0.25,[ 1.5   2.5   9.   13.25 15.25 17.   23.25 23.75 27.  ],3,True
1602,3461,5a8bc65990b245e5a138643cd4eb9837,7.0,10.5,[ 9.25 14.   15.5  16.5 ],3,False
1603,3463,5a8bc65990b245e5a138643cd4eb9837,21.0,21.75,[11.5  26.25],3,False
1604,3464,5a8bc65990b245e5a138643cd4eb9837,14.0,15.75,[ 3.   13.75 17.75 18.25 21.  ],3,False
1605,3470,3f207df678b143eea3cee63160fa8bed,24.0,24.25,[ 3.5   6.5   6.75 15.25 17.25 21.   22.25 27.5 ],4,True
1606,3471,5a8bc65990b245e5a138643cd4eb9837,0.0,0.5,"[ 0.5   0.75  1.    1.5   2.    3.25  7.    8.    8.5   9.25  9.5  10.25
 10.75 14.25 22.   24.75 25.  ]",3,True
1607,3472,5a8bc65990b245e5a138643cd4eb9837,14.0,14.0,"[ 1.    2.5   3.75  5.25  6.25 14.25 14.5  14.75 15.   15.25 23.25 27.5
 27.75 29.75]",3,True
1608,3476,5a8bc65990b245e5a138643cd4eb9837,14.0,14.25,[13.25 14.75 18.25 19.   22.25 22.75 24.5  27.  ],3,True
1609,3477,3f207df678b143eea3cee63160fa8bed,0.0,3.75,[ 2.5   7.75  9.    9.5  20.5  23.5  29.5 ],4,False
1610,3480,5a8bc65990b245e5a138643cd4eb9837,7.0,7.5,[ 2.75  6.25  7.75  9.   18.   18.25 20.   22.5  24.   24.25 29.5 ],3,True
1611,3483,5a8bc65990b245e5a138643cd4eb9837,0.0,0.75,[ 1.75  5.    5.25 14.75 23.5  25.5 ],3,True
1612,3485,5a8bc65990b245e5a138643cd4eb9837,0.0,0.5,[ 3.75  4.25  6.25 13.75 15.   22.75 25.75 29.  ],3,False
1613,3486,3f207df678b143eea3cee63160fa8bed,7.0,14.25,"[ 0.75  1.    1.25  2.25  4.5   4.75  5.    7.75  9.75 15.25 15.75 17.5
 17.75 18.25 20.25 21.75 22.75 24.   26.5 ]",4,False
1614,3487,3f207df678b143eea3cee63160fa8bed,7.0,8.0,[ 2.    4.25  8.25 11.   11.25 16.75 17.75 22.5  25.   26.25 28.5 ],4,True
1615,3488,3f207df678b143eea3cee63160fa8bed,14.0,15.5,[17.5 27.5],4,True
1616,3491,3f207df678b143eea3cee63160fa8bed,14.0,17.0,[ 9.75 10.25 26.  ],4,False
1617,3495,5a8bc65990b245e5a138643cd4eb9837,17.0,21.0,[13.25 24.5  24.75],3,False
1618,3497,5a8bc65990b245e5a138643cd4eb9837,0.0,0.25,"[ 7.75  8.75 11.5  16.5  16.75 17.25 18.5  22.25 22.5  22.75 23.   24.25
 27.25 28.5 ]",3,False
1619,3498,3f207df678b143eea3cee63160fa8bed,0.0,4.25,[ 5.   13.   16.5  18.5  21.   22.75 26.75 28.75],4,False
1620,3500,5a8bc65990b245e5a138643cd4eb9837,21.0,22.5,[24.5],3,False
1621,3513,5a8bc65990b245e5a138643cd4eb9837,7.0,11.0,[ 4.25 13.75 17.   19.5  20.5  25.   28.5 ],3,False
1622,3515,5a8bc65990b245e5a138643cd4eb9837,7.0,8.0,[ 0.75  1.5   8.25  8.75 16.5  18.75 26.5 ],3,True
1623,3517,3f207df678b143eea3cee63160fa8bed,7.0,8.0,[ 8.75 11.75 14.   15.   16.   16.75 17.25 23.   24.25 24.75 25.75],4,True
1624,3519,5a8bc65990b245e5a138643cd4eb9837,24.0,26.25,[ 2.75  3.25 14.   16.25 21.25 21.5 ],3,False
1625,3521,5a8bc65990b245e5a138643cd4eb9837,7.0,7.0,[ 4.75  8.25  9.   15.75 16.75 20.5  21.75 22.75 26.75],3,True
1626,3522,3f207df678b143eea3cee63160fa8bed,14.0,15.25,"[ 1.75 10.25 12.75 13.5  15.5  17.25 20.5  22.25 23.   26.   26.5  28.5
 29.25]",4,True
1627,3525,3f207df678b143eea3cee63160fa8bed,0.0,0.0,[ 0.   13.75 16.5  21.  ],4,True
1628,3526,5a8bc65990b245e5a138643cd4eb9837,0.0,0.25,[ 3.75  6.75 11.75 17.  ],3,False
1629,3527,3f207df678b143eea3cee63160fa8bed,24.0,24.25,[ 0.    5.25  6.    6.75 12.5  14.   14.5  15.75 19.5  20.5  25.   26.5 ],4,True
1630,3528,3f207df678b143eea3cee63160fa8bed,0.0,14.75,[ 9.5  12.75 16.75 25.   29.5 ],4,False
1631,3537,5a8bc65990b245e5a138643cd4eb9837,21.0,22.75,[12.75 21.   22.  ],3,False
1632,3539,3f207df678b143eea3cee63160fa8bed,24.0,25.25,[ 6.5   7.75 10.   10.25 19.  ],4,False
1633,3540,5a8bc65990b245e5a138643cd4eb9837,24.0,25.5,[12.75],3,False
1634,3541,5a8bc65990b245e5a138643cd4eb9837,21.0,21.5,[ 6.5  11.75 14.   17.5  23.  ],3,True
1635,3542,5a8bc65990b245e5a138643cd4eb9837,7.0,11.5,[ 6.5  14.75 20.  ],3,False
1636,3544,5a8bc65990b245e5a138643cd4eb9837,14.0,15.5,[ 3.    3.5   6.75  8.25 10.   12.75 17.25 21.75 24.5 ],3,False
1637,3549,5a8bc65990b245e5a138643cd4eb9837,14.0,14.0,[ 5.    8.75 15.5  17.25 24.25 26.25 26.75 27.75 28.5 ],3,True
1638,3554,5a8bc65990b245e5a138643cd4eb9837,0.0,0.0,"[ 2.    3.    7.75 16.75 17.25 18.75 19.75 20.5  21.75 22.   22.25 23.75
 25.75 29.5 ]",3,True
1639,3558,5a8bc65990b245e5a138643cd4eb9837,0.0,1.25,[ 4.5  12.25 17.5  19.   19.25 21.75 25.5  28.25],3,False
1640,3559,3f207df678b143eea3cee63160fa8bed,14.0,16.25,[ 9.5  16.75 19.75 20.5  21.   22.25 22.5  29.  ],4,True
1641,3560,5a8bc65990b245e5a138643cd4eb9837,0.0,2.0,[ 2.25  4.25 15.75 17.   22.5  24.75 26.  ],3,True
1642,3561,5a8bc65990b245e5a138643cd4eb9837,17.0,17.0,[ 6.75 11.75 14.5  15.25 15.5  19.75],3,True
1643,3566,5a8bc65990b245e5a138643cd4eb9837,0.0,0.0,[ 5.   11.25 13.75 16.25],3,False
1644,3573,5a8bc65990b245e5a138643cd4eb9837,7.0,7.0,[ 3.5   8.25 10.   15.   18.   23.5  26.5 ],3,True
1645,3576,5a8bc65990b245e5a138643cd4eb9837,7.0,9.25,[ 3.25  4.5  10.   12.25 22.5  23.   24.75 26.25],3,True
1646,3578,3f207df678b143eea3cee63160fa8bed,7.0,7.0,[14.   22.75 24.5 ],4,False
1647,3580,5a8bc65990b245e5a138643cd4eb9837,24.0,27.5,[ 1.    5.75  9.5  12.   13.75 17.   24.5  27.  ],3,False
1648,3581,5a8bc65990b245e5a138643cd4eb9837,17.0,17.25,[ 4.   10.75 17.25],3,True
1649,3583,5a8bc65990b245e5a138643cd4eb9837,7.0,8.0,[ 2.    6.   15.75 16.5  20.75 21.   23.75 24.5  26.25],3,False
1650,3587,3f207df678b143eea3cee63160fa8bed,14.0,14.25,[ 2.25 16.75 17.   21.25 27.75],4,True
1651,3591,5a8bc65990b245e5a138643cd4eb9837,14.0,15.75,[20.75 22.75 25.  ],3,False
1652,3594,5a8bc65990b245e5a138643cd4eb9837,14.0,14.25,[ 0.25 15.   16.75 21.75 29.25],3,True
1653,3595,3f207df678b143eea3cee63160fa8bed,17.0,17.75,[ 1.    7.75 27.5  28.25],4,False
1654,3599,5a8bc65990b245e5a138643cd4eb9837,24.0,24.0,"[ 0.    3.25  4.25  5.    8.5   9.    9.75 10.25 12.25 12.5  12.75 13.25
 19.75 22.   22.5  23.25 25.5  26.25 27.   28.75]",3,True
1655,3602,3f207df678b143eea3cee63160fa8bed,7.0,18.5,[ 7.75  9.    9.5  22.5  26.25 28.75],4,False
1656,3606,5a8bc65990b245e5a138643cd4eb9837,24.0,24.0,"[ 0.75  1.25  1.75  4.    7.   11.25 13.5  14.25 18.75 20.25 21.25 24.25
 24.75 25.25 26.   26.5  27.  ]",3,True
1657,3608,5a8bc65990b245e5a138643cd4eb9837,0.0,4.5,[ 4.5  19.25 22.25 28.  ],3,False
1658,3610,5a8bc65990b245e5a138643cd4eb9837,7.0,7.0,[ 0.25  4.75  7.75 13.   22.25 26.25 27.5  28.5  28.75],3,True
1659,3612,5a8bc65990b245e5a138643cd4eb9837,0.0,0.25,"[ 0.25  0.5   4.25 10.5  13.75 16.25 18.5  21.   22.25 22.5  23.   24.
 25.   26.5 ]",3,True
1660,3615,3f207df678b143eea3cee63160fa8bed,0.0,0.5,[10.75 13.5  14.5  23.5  27.75],4,False
1661,3619,5a8bc65990b245e5a138643cd4eb9837,7.0,10.0,[12.   13.   13.75 17.5  23.   23.25 24.25 24.5  25.   25.25 27.25],3,False
1662,3620,5a8bc65990b245e5a138643cd4eb9837,21.0,21.25,"[ 0.5   1.25  1.75  2.75  3.    8.25 16.   16.5  16.75 18.75 19.5  20.
 26.75]",3,False
1663,3621,5a8bc65990b245e5a138643cd4eb9837,7.0,7.5,[ 2.   16.25 29.75],3,False
1664,3622,3f207df678b143eea3cee63160fa8bed,14.0,14.5,[22.25],4,False
1665,3623,5a8bc65990b245e5a138643cd4eb9837,7.0,8.25,"[ 3.5   8.5   8.75  9.25 17.   19.75 20.75 22.5  24.25 25.75 27.25 28.25
 29.25]",3,True
1666,3624,3f207df678b143eea3cee63160fa8bed,14.0,14.25,[ 7.    8.5  10.   14.   18.75 20.75 21.5  28.75],4,False
1667,3625,5a8bc65990b245e5a138643cd4eb9837,21.0,24.0,[ 2.75  4.75 12.5  15.   16.   26.75 28.75],3,False
1668,3626,3f207df678b143eea3cee63160fa8bed,7.0,8.5,"[ 1.25  3.25  5.75  9.5  11.25 11.5  12.75 14.5  16.   19.   21.5  24.5
 24.75 28.25]",4,True
1669,3638,3f207df678b143eea3cee63160fa8bed,7.0,7.5,[ 1.75  7.5  19.   25.   26.25],4,True
1670,3646,5a8bc65990b245e5a138643cd4eb9837,7.0,11.0,[ 2.25  3.5   4.   16.5  18.5  19.25 24.5  26.  ],3,False
1671,3647,5a8bc65990b245e5a138643cd4eb9837,7.0,7.0,[12.   18.75 22.25 22.5  24.75 26.25 26.75],3,False
1672,3650,3f207df678b143eea3cee63160fa8bed,7.0,11.0,[ 4.5   4.75  8.5   8.75  9.25 12.5  15.   26.  ],4,False
